EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,
455423,SANTA LUCIA MOUNTAINS AND LOS PADRES NATIONAL FOREST (ZONE), ,05/13/2013,1200,Wildfire, , ,0,0,0,0,CA,PST-8, ,75414,Z,517,MTR,0,0,Other Federal Agency, , , , , , , , ,05/14/2013,1200, , , , ,A large fire in the Stony Valley section of Ft. Hunter Liggett burned about 600 acres before being contained by base fire personnel. The blaze resulted in intermittent closures of Nacimiento-Fergusson Road.,"Ongoing critical fire weather conditions across the area continued in May, with a large fire burning on Ft. Hunter Liggett.",65,,
475340,SANTA LUCIA MOUNTAINS AND LOS PADRES NATIONAL FOREST (ZONE), ,08/22/2013,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,79229,Z,517,MTR,0,0,Other Federal Agency, , , , , , , , ,08/26/2013,0, , , , ,The Mission Wildfire broke out on Fort Hunter Liggett on August 22 and quickly grew to consume 4500 acres. One private home was threatened but not destroyed. The fire was contained on August 26.,"August represented another dry month across the area. Fuel moisture continued to run near all time record low values and this contributed to rapid fire growth for several small fires across the area. The Mission Wildfire, on the grounds of Fort Hunter Liggett, was the most substantial fire.",66,,
481648,MOUNTAINS OF SAN BENITO COUNTY AND INTERIOR MONTEREY COUNTY INCLUDING PINNACLES NATIONAL PARK (ZONE), ,10/27/2013,2357,High Wind,60.00, ,0,0,0,0,CA,PST-8,MG,80413,Z,518,MTR,0,0,Mesonet, , , , , , , , ,10/27/2013,2357, , , , ,A wind gust of 69 MPH was measured at the Santa Rita Mesonet Site in San Benito County at an elevation of 5000 feet.,"Strong and gusty west-northwest winds impacted much of the Bay Area resulting in downed trees, downed power lines, toppled scaffolding, and blown over tractor trailers. An unseasonably cold and rapidly developing low pressure system moved through the Bay Area during the afternoon hours of October 27 and the early morning hours of October 28th. As the surface low rapdily deepened a tight pressure gradient developed across the Bay Area, most notably the East Bay. The dropping surface pressures and rather strong onshore pressure gradient helped to produce widespread wind gusts in excess of 35 mph with a few locations over 60 mph. As the strong onshore winds were squeezed through the East Bay hills winds were enhanced knocking over tractor trailers on Altamont Pass.",67,,
491970,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,12/17/2013,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,81912,Z,530,MTR,0,0,Fire Department/Rescue, , , , , , , , ,12/20/2013,1900, , , , ,The Pfeiffer Fire started on December 17th 2013 around midnight in the vicinity of Pfeiffer Ridge in the Monterey Ranger District of Los Padres National Forest. The fire burned 917 acres. Thirty four (34) residence and 4 outbuildings were damaged/destroyed. The fire was declared contained on December 20 2013 at 6:00 p.m.,The Pfeiffer Fire started on December 17th 2013 around midnight in the vicinity of Pfeiffer Ridge in the Monterey Ranger District of Los Padres National Forest. The fire burned 917 acres. Thirty four (34) residence and 4 outbuildings were damaged/destroyed. The fire was declared contained on December 20 2013 at 6:00 p.m.,68,,
503853,SANTA LUCIA MOUNTAINS AND LOS PADRES NATIONAL FOREST (ZONE), ,02/28/2014,330,High Wind,62.00, ,0,0,0,0,CA,PST-8,MG,83446,Z,517,MTR,0,0,Mesonet, , , , , , , , ,02/28/2014,330, , , , ,"A gust of 71 MPH was measured at the Highlands Peak Mesonet site, elevation 2490 feet.","A Pacific storm system moved across the Bay Area on February 28. It dropped several inches of rainfall and brought gusty winds to the area. This resulted in flooding of urban areas, small streams and creeks, and damage to power lines and trees as well as a few localized mud and rockslides.",69,,
503850,MOUNTAINS OF SAN BENITO COUNTY AND INTERIOR MONTEREY COUNTY INCLUDING PINNACLES NATIONAL PARK (ZONE), ,02/28/2014,357,High Wind,51.00, ,0,0,0,0,CA,PST-8,MG,83446,Z,518,MTR,0,0,RAWS, , , , , , , , ,02/28/2014,357, , , , ,Measured gust of 59 MPH at the Santa Rita RAWS at elevation 5000 feet.,"A Pacific storm system moved across the Bay Area on February 28. It dropped several inches of rainfall and brought gusty winds to the area. This resulted in flooding of urban areas, small streams and creeks, and damage to power lines and trees as well as a few localized mud and rockslides.",70,,
503847,NORTHERN SALINAS VALLEY / HOLLISTER VALLEY / CARMEL VALLEY (ZONE), ,02/28/2014,629,Strong Wind,43.00, ,0,0,2500,0,CA,PST-8,EG,83446,Z,528,MTR,0,0,Law Enforcement, , , , , , , , ,02/28/2014,629, , , , ,"A 25 foot tree downed by wind, blocking both lanes of Larkspur Court.","A Pacific storm system moved across the Bay Area on February 28. It dropped several inches of rainfall and brought gusty winds to the area. This resulted in flooding of urban areas, small streams and creeks, and damage to power lines and trees as well as a few localized mud and rockslides.",71,,
503823,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,02/28/2014,836,Strong Wind,43.00, ,0,0,5000,0,CA,PST-8,EG,83446,Z,530,MTR,0,0,Law Enforcement, , , , , , , , ,02/28/2014,836, , , , ,Power Lines reported downed by winds on San Remo Road.,"A Pacific storm system moved across the Bay Area on February 28. It dropped several inches of rainfall and brought gusty winds to the area. This resulted in flooding of urban areas, small streams and creeks, and damage to power lines and trees as well as a few localized mud and rockslides.",72,,
503826,MONTEREY CO.,CARMEL HIGHLANDS,02/28/2014,837,Debris Flow, , ,0,0,1000,0,CA,PST-8, ,83446,C,53,MTR,0,0,Department of Highways,Heavy Rain, , ,2,S,2,S,CARMEL HIGHLANDS,02/28/2014,837,36.47,-121.93,36.4687,-121.9305,Small mudslide reported on Highway 1 Northbound near Garrapatta State Park.,"A Pacific storm system moved across the Bay Area on February 28. It dropped several inches of rainfall and brought gusty winds to the area. This resulted in flooding of urban areas, small streams and creeks, and damage to power lines and trees as well as a few localized mud and rockslides.",73,,
503821,MONTEREY CO.,POSTS,02/28/2014,900,Debris Flow, , ,0,0,5000,0,CA,PST-8, ,83446,C,53,MTR,0,0,Emergency Manager,Heavy Rain / Burn Area, , ,2,WNW,2,WNW,POSTS,02/28/2014,900,36.24,-121.8,36.2398,-121.7993,Active slide reported from the Pfieffer Burn Scar at Sycamore Canyon Road.,"A Pacific storm system moved across the Bay Area on February 28. It dropped several inches of rainfall and brought gusty winds to the area. This resulted in flooding of urban areas, small streams and creeks, and damage to power lines and trees as well as a few localized mud and rockslides.",74,,
543239,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,10/26/2014,1640,Sneakerwave, , ,1,1,0,0,CA,PST-8, ,90519,Z,530,MTR,0,0,Broadcast Media, , , , , , , , ,10/26/2014,1640, , , , ,Two beachgoers at Asilomar State Beach were swept into the water by a sneaker wave. A surfer was able to rescue one of the people but could not find the second person. The Coast Guard conducted an extensive search but was not able to locate the second person.,High surf and dangerous beach conditions occurred at area beaches over the weekend of October 25-26. Two beachgoers were swept into the sea and one did not survive.,75,,
543240,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,11/11/2014,845,Sneakerwave, , ,1,0,0,0,CA,PST-8, ,90520,Z,530,MTR,0,0,Broadcast Media, , , , , , , , ,11/11/2014,845, , , , ,Four people were fishing on rocks at Soberanes Point when a sneaker wave washed one of them out to sea. The Coast Guard and rescue crews attempted to rescue him but could not find him. His body was recovered by rescue divers the next day.,High surf and dangerous beach conditions were observed across the area on Veteran's Day with one fatality from a sneaker wave.,76,,
551646,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,12/02/2014,1900,Strong Wind,43.00, ,0,0,25000,0,CA,PST-8,EG,92027,Z,530,MTR,0,0,Broadcast Media, , , , , , , , ,12/02/2014,1900, , , , ,A tree fell onto a car on Carmel Valley Road near the middle school. This resulted in a four car pileup in the road.,"A winter storm impacted the Bay Area with rain and wind, bringing some flooding issues as well as downed trees and power lines across the area.",77,,
551645,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,12/03/2014,900,Strong Wind,48.00, ,0,0,1000,0,CA,PST-8,EG,92027,Z,530,MTR,0,0,Broadcast Media, , , , , , , , ,12/03/2014,900, , , , ,A tree was blown down by strong winds into the roadway at Sloat Road and Sherman Road near Pebble Beach.,"A winter storm impacted the Bay Area with rain and wind, bringing some flooding issues as well as downed trees and power lines across the area.",78,,
547308,MONTEREY CO.,(MRY)MONTEREY ARPT,12/11/2014,1006,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,91309,C,53,MTR,0,0,Other Federal Agency, , , ,1,WNW,1,WNW,(MRY)MONTEREY ARPT,12/11/2014,1006,36.6041,-121.8922,36.6041,-121.8922,A large number of boats in Monterey Harbor had to be pumped out to avoid sinking on December 11 due to heavy rainfall.,"An Atmospheric River event brought heavy rain and gusty winds with a strong winter storm that impacted the Bay Area for several days in mid-December. Cyclogenesis occurred with a 979 mb low forming off the Northern California coast. On December 11, the intense surface low moved up the coast and drug a narrow cold frontal rainband (NCFR) through the Bay Area that morning and early afternoon. NCFRs are rapidly moving fronts that are notorious for intense rainfall and gusty winds despite having limited instability. ||The NCFR wasn't a major wind producer, but the rainfall rates were impressive. Instantaneous rainfall rates of 1.5-2 inches/hr were reported. Observational data from the Big Sur Coast were also impressive with Big Sur receiving 4.43 in 2 hours and Flores Camp receiving 3 in 1 hour. It wasn't so much the total amount of rainfall for many locations, but the intensity and how much was received in a short amount of time. ||Many locations around the entire Bay Area had flooding: urban flooding of streets and highways, flooding of creeks and even one large river in the North Bay. Eventually the NCFR slowed around the Big Sur Coast. The stalling was likely due to another 'wave' in the atmosphere, farther to the southwest, riding along the boundary. The end result was to have the weakened NCFR lift back northward, almost like a quasi-warm front, producing another round of moderate to locally heavy rainfall around the Bay Area, compounding flooding concerns. ||In addition to the impressive rainfall, winds also became a problem for the water soaked ground, drought stressed trees and diseased trees. Peak winds occurred over the higher terrain with the Lick Observatory reporting 83 mph. Most low elevation areas saw much lower wind speeds.||Lastly, the intense winds over the coastal waters helped to generate a fresh swell that produced very dangerous surf with large breaking waves. The Big Sur Coast buoy reported a peak wave of 19.7 feet.||The event was followed by several weaker storm systems that week that brought additional rainfall, continued flooding and mudslide concerns to the area.",79,,
547282,MONTEREY CO.,MOSS LNDG,12/11/2014,1229,Flood, , ,0,0,1500,0,CA,PST-8, ,91309,C,53,MTR,0,0,Law Enforcement,Heavy Rain, , ,0,W,0,W,MOSS LNDG,12/11/2014,1229,36.7994,-121.7849,36.7997,-121.7839,Roadway flooding at Mojo Cojo Slough on Moss Landing.,"An Atmospheric River event brought heavy rain and gusty winds with a strong winter storm that impacted the Bay Area for several days in mid-December. Cyclogenesis occurred with a 979 mb low forming off the Northern California coast. On December 11, the intense surface low moved up the coast and drug a narrow cold frontal rainband (NCFR) through the Bay Area that morning and early afternoon. NCFRs are rapidly moving fronts that are notorious for intense rainfall and gusty winds despite having limited instability. ||The NCFR wasn't a major wind producer, but the rainfall rates were impressive. Instantaneous rainfall rates of 1.5-2 inches/hr were reported. Observational data from the Big Sur Coast were also impressive with Big Sur receiving 4.43 in 2 hours and Flores Camp receiving 3 in 1 hour. It wasn't so much the total amount of rainfall for many locations, but the intensity and how much was received in a short amount of time. ||Many locations around the entire Bay Area had flooding: urban flooding of streets and highways, flooding of creeks and even one large river in the North Bay. Eventually the NCFR slowed around the Big Sur Coast. The stalling was likely due to another 'wave' in the atmosphere, farther to the southwest, riding along the boundary. The end result was to have the weakened NCFR lift back northward, almost like a quasi-warm front, producing another round of moderate to locally heavy rainfall around the Bay Area, compounding flooding concerns. ||In addition to the impressive rainfall, winds also became a problem for the water soaked ground, drought stressed trees and diseased trees. Peak winds occurred over the higher terrain with the Lick Observatory reporting 83 mph. Most low elevation areas saw much lower wind speeds.||Lastly, the intense winds over the coastal waters helped to generate a fresh swell that produced very dangerous surf with large breaking waves. The Big Sur Coast buoy reported a peak wave of 19.7 feet.||The event was followed by several weaker storm systems that week that brought additional rainfall, continued flooding and mudslide concerns to the area.",80,,
547286,MONTEREY CO.,MOSS LNDG,12/11/2014,1315,Flood, , ,0,0,0,0,CA,PST-8, ,91309,C,53,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,NNE,2,NNE,MOSS LNDG,12/11/2014,1315,36.8312,-121.7713,36.8308,-121.7713,Roadway flooding reported at intersection of Highway 1 and Struve Road.,"An Atmospheric River event brought heavy rain and gusty winds with a strong winter storm that impacted the Bay Area for several days in mid-December. Cyclogenesis occurred with a 979 mb low forming off the Northern California coast. On December 11, the intense surface low moved up the coast and drug a narrow cold frontal rainband (NCFR) through the Bay Area that morning and early afternoon. NCFRs are rapidly moving fronts that are notorious for intense rainfall and gusty winds despite having limited instability. ||The NCFR wasn't a major wind producer, but the rainfall rates were impressive. Instantaneous rainfall rates of 1.5-2 inches/hr were reported. Observational data from the Big Sur Coast were also impressive with Big Sur receiving 4.43 in 2 hours and Flores Camp receiving 3 in 1 hour. It wasn't so much the total amount of rainfall for many locations, but the intensity and how much was received in a short amount of time. ||Many locations around the entire Bay Area had flooding: urban flooding of streets and highways, flooding of creeks and even one large river in the North Bay. Eventually the NCFR slowed around the Big Sur Coast. The stalling was likely due to another 'wave' in the atmosphere, farther to the southwest, riding along the boundary. The end result was to have the weakened NCFR lift back northward, almost like a quasi-warm front, producing another round of moderate to locally heavy rainfall around the Bay Area, compounding flooding concerns. ||In addition to the impressive rainfall, winds also became a problem for the water soaked ground, drought stressed trees and diseased trees. Peak winds occurred over the higher terrain with the Lick Observatory reporting 83 mph. Most low elevation areas saw much lower wind speeds.||Lastly, the intense winds over the coastal waters helped to generate a fresh swell that produced very dangerous surf with large breaking waves. The Big Sur Coast buoy reported a peak wave of 19.7 feet.||The event was followed by several weaker storm systems that week that brought additional rainfall, continued flooding and mudslide concerns to the area.",81,,
547287,MONTEREY CO.,PRUNEDALE,12/11/2014,1406,Flood, , ,0,0,0,0,CA,PST-8, ,91309,C,53,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,WNW,2,WNW,PRUNEDALE,12/11/2014,1406,36.79,-121.7,36.7909,-121.7023,Roadway flooding reported from intersection of Meridian Road and Archer Road.,"An Atmospheric River event brought heavy rain and gusty winds with a strong winter storm that impacted the Bay Area for several days in mid-December. Cyclogenesis occurred with a 979 mb low forming off the Northern California coast. On December 11, the intense surface low moved up the coast and drug a narrow cold frontal rainband (NCFR) through the Bay Area that morning and early afternoon. NCFRs are rapidly moving fronts that are notorious for intense rainfall and gusty winds despite having limited instability. ||The NCFR wasn't a major wind producer, but the rainfall rates were impressive. Instantaneous rainfall rates of 1.5-2 inches/hr were reported. Observational data from the Big Sur Coast were also impressive with Big Sur receiving 4.43 in 2 hours and Flores Camp receiving 3 in 1 hour. It wasn't so much the total amount of rainfall for many locations, but the intensity and how much was received in a short amount of time. ||Many locations around the entire Bay Area had flooding: urban flooding of streets and highways, flooding of creeks and even one large river in the North Bay. Eventually the NCFR slowed around the Big Sur Coast. The stalling was likely due to another 'wave' in the atmosphere, farther to the southwest, riding along the boundary. The end result was to have the weakened NCFR lift back northward, almost like a quasi-warm front, producing another round of moderate to locally heavy rainfall around the Bay Area, compounding flooding concerns. ||In addition to the impressive rainfall, winds also became a problem for the water soaked ground, drought stressed trees and diseased trees. Peak winds occurred over the higher terrain with the Lick Observatory reporting 83 mph. Most low elevation areas saw much lower wind speeds.||Lastly, the intense winds over the coastal waters helped to generate a fresh swell that produced very dangerous surf with large breaking waves. The Big Sur Coast buoy reported a peak wave of 19.7 feet.||The event was followed by several weaker storm systems that week that brought additional rainfall, continued flooding and mudslide concerns to the area.",82,,
551651,SANTA LUCIA MOUNTAINS AND LOS PADRES NATIONAL FOREST (ZONE), ,12/11/2014,1640,High Wind,58.00, ,0,0,0,0,CA,PST-8,MG,91309,Z,517,MTR,0,0,RAWS, , , , , , , , ,12/11/2014,1640, , , , ,A measured gust of 67 MPH at Highlands Peak.,"An Atmospheric River event brought heavy rain and gusty winds with a strong winter storm that impacted the Bay Area for several days in mid-December. Cyclogenesis occurred with a 979 mb low forming off the Northern California coast. On December 11, the intense surface low moved up the coast and drug a narrow cold frontal rainband (NCFR) through the Bay Area that morning and early afternoon. NCFRs are rapidly moving fronts that are notorious for intense rainfall and gusty winds despite having limited instability. ||The NCFR wasn't a major wind producer, but the rainfall rates were impressive. Instantaneous rainfall rates of 1.5-2 inches/hr were reported. Observational data from the Big Sur Coast were also impressive with Big Sur receiving 4.43 in 2 hours and Flores Camp receiving 3 in 1 hour. It wasn't so much the total amount of rainfall for many locations, but the intensity and how much was received in a short amount of time. ||Many locations around the entire Bay Area had flooding: urban flooding of streets and highways, flooding of creeks and even one large river in the North Bay. Eventually the NCFR slowed around the Big Sur Coast. The stalling was likely due to another 'wave' in the atmosphere, farther to the southwest, riding along the boundary. The end result was to have the weakened NCFR lift back northward, almost like a quasi-warm front, producing another round of moderate to locally heavy rainfall around the Bay Area, compounding flooding concerns. ||In addition to the impressive rainfall, winds also became a problem for the water soaked ground, drought stressed trees and diseased trees. Peak winds occurred over the higher terrain with the Lick Observatory reporting 83 mph. Most low elevation areas saw much lower wind speeds.||Lastly, the intense winds over the coastal waters helped to generate a fresh swell that produced very dangerous surf with large breaking waves. The Big Sur Coast buoy reported a peak wave of 19.7 feet.||The event was followed by several weaker storm systems that week that brought additional rainfall, continued flooding and mudslide concerns to the area.",83,,
547300,MONTEREY CO.,SANTA RITA,12/11/2014,1930,Flood, , ,0,0,30000,0,CA,PST-8, ,91309,C,53,MTR,0,0,Other Federal Agency,Heavy Rain, , ,0,NE,0,ENE,SANTA RITA,12/11/2014,1930,36.7328,-121.6467,36.7317,-121.6423,Fifteen homes were flooded and damaged due to flooding from Santa Rita Creek along Russel Road in Salinas.,"An Atmospheric River event brought heavy rain and gusty winds with a strong winter storm that impacted the Bay Area for several days in mid-December. Cyclogenesis occurred with a 979 mb low forming off the Northern California coast. On December 11, the intense surface low moved up the coast and drug a narrow cold frontal rainband (NCFR) through the Bay Area that morning and early afternoon. NCFRs are rapidly moving fronts that are notorious for intense rainfall and gusty winds despite having limited instability. ||The NCFR wasn't a major wind producer, but the rainfall rates were impressive. Instantaneous rainfall rates of 1.5-2 inches/hr were reported. Observational data from the Big Sur Coast were also impressive with Big Sur receiving 4.43 in 2 hours and Flores Camp receiving 3 in 1 hour. It wasn't so much the total amount of rainfall for many locations, but the intensity and how much was received in a short amount of time. ||Many locations around the entire Bay Area had flooding: urban flooding of streets and highways, flooding of creeks and even one large river in the North Bay. Eventually the NCFR slowed around the Big Sur Coast. The stalling was likely due to another 'wave' in the atmosphere, farther to the southwest, riding along the boundary. The end result was to have the weakened NCFR lift back northward, almost like a quasi-warm front, producing another round of moderate to locally heavy rainfall around the Bay Area, compounding flooding concerns. ||In addition to the impressive rainfall, winds also became a problem for the water soaked ground, drought stressed trees and diseased trees. Peak winds occurred over the higher terrain with the Lick Observatory reporting 83 mph. Most low elevation areas saw much lower wind speeds.||Lastly, the intense winds over the coastal waters helped to generate a fresh swell that produced very dangerous surf with large breaking waves. The Big Sur Coast buoy reported a peak wave of 19.7 feet.||The event was followed by several weaker storm systems that week that brought additional rainfall, continued flooding and mudslide concerns to the area.",84,,
547312,MONTEREY CO.,CASTROVILLE,12/11/2014,1930,Heavy Rain, , ,0,0,1000,0,CA,PST-8, ,91309,C,53,MTR,0,0,Other Federal Agency, , , ,1,S,1,S,CASTROVILLE,12/11/2014,1930,36.76,-121.75,36.76,-121.75,Heavy rain overwhelmed the sewage plant in Castroville resulting in a sewage spill.,"An Atmospheric River event brought heavy rain and gusty winds with a strong winter storm that impacted the Bay Area for several days in mid-December. Cyclogenesis occurred with a 979 mb low forming off the Northern California coast. On December 11, the intense surface low moved up the coast and drug a narrow cold frontal rainband (NCFR) through the Bay Area that morning and early afternoon. NCFRs are rapidly moving fronts that are notorious for intense rainfall and gusty winds despite having limited instability. ||The NCFR wasn't a major wind producer, but the rainfall rates were impressive. Instantaneous rainfall rates of 1.5-2 inches/hr were reported. Observational data from the Big Sur Coast were also impressive with Big Sur receiving 4.43 in 2 hours and Flores Camp receiving 3 in 1 hour. It wasn't so much the total amount of rainfall for many locations, but the intensity and how much was received in a short amount of time. ||Many locations around the entire Bay Area had flooding: urban flooding of streets and highways, flooding of creeks and even one large river in the North Bay. Eventually the NCFR slowed around the Big Sur Coast. The stalling was likely due to another 'wave' in the atmosphere, farther to the southwest, riding along the boundary. The end result was to have the weakened NCFR lift back northward, almost like a quasi-warm front, producing another round of moderate to locally heavy rainfall around the Bay Area, compounding flooding concerns. ||In addition to the impressive rainfall, winds also became a problem for the water soaked ground, drought stressed trees and diseased trees. Peak winds occurred over the higher terrain with the Lick Observatory reporting 83 mph. Most low elevation areas saw much lower wind speeds.||Lastly, the intense winds over the coastal waters helped to generate a fresh swell that produced very dangerous surf with large breaking waves. The Big Sur Coast buoy reported a peak wave of 19.7 feet.||The event was followed by several weaker storm systems that week that brought additional rainfall, continued flooding and mudslide concerns to the area.",85,,
549759,MONTEREY CO.,MOSS LNDG,12/11/2014,2000,Flood, , ,0,0,5000,0,CA,PST-8, ,91309,C,53,MTR,0,0,Broadcast Media,Heavy Rain, , ,0,W,0,W,MOSS LNDG,12/11/2014,2000,36.7997,-121.7851,36.8,-121.7841,Moro Cojo Slough backed up and flooded homes and roadway along its banks. Sandbagging operations were needed to protect the homes from significant damage. The slough flooded from heavy rain and then the flap gates were damaged and could not properly drain the slough into Moss Landing Harbor.,"An Atmospheric River event brought heavy rain and gusty winds with a strong winter storm that impacted the Bay Area for several days in mid-December. Cyclogenesis occurred with a 979 mb low forming off the Northern California coast. On December 11, the intense surface low moved up the coast and drug a narrow cold frontal rainband (NCFR) through the Bay Area that morning and early afternoon. NCFRs are rapidly moving fronts that are notorious for intense rainfall and gusty winds despite having limited instability. ||The NCFR wasn't a major wind producer, but the rainfall rates were impressive. Instantaneous rainfall rates of 1.5-2 inches/hr were reported. Observational data from the Big Sur Coast were also impressive with Big Sur receiving 4.43 in 2 hours and Flores Camp receiving 3 in 1 hour. It wasn't so much the total amount of rainfall for many locations, but the intensity and how much was received in a short amount of time. ||Many locations around the entire Bay Area had flooding: urban flooding of streets and highways, flooding of creeks and even one large river in the North Bay. Eventually the NCFR slowed around the Big Sur Coast. The stalling was likely due to another 'wave' in the atmosphere, farther to the southwest, riding along the boundary. The end result was to have the weakened NCFR lift back northward, almost like a quasi-warm front, producing another round of moderate to locally heavy rainfall around the Bay Area, compounding flooding concerns. ||In addition to the impressive rainfall, winds also became a problem for the water soaked ground, drought stressed trees and diseased trees. Peak winds occurred over the higher terrain with the Lick Observatory reporting 83 mph. Most low elevation areas saw much lower wind speeds.||Lastly, the intense winds over the coastal waters helped to generate a fresh swell that produced very dangerous surf with large breaking waves. The Big Sur Coast buoy reported a peak wave of 19.7 feet.||The event was followed by several weaker storm systems that week that brought additional rainfall, continued flooding and mudslide concerns to the area.",86,,
552483,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,12/30/2014,1753,Strong Wind,39.00, ,0,0,1500,0,CA,PST-8,EG,92075,Z,530,MTR,0,0,Law Enforcement, , , , , , , , ,12/30/2014,1753, , , , ,Tree blown down by strong winds and blocking Lopez and Sloat roads in all directions.,"A strong wind storm struck the Bay Area on December 30 during the afternoon and evening hours. Strong winds brought down numerous trees and power lines across the area. The combination of recent heavy rains earlier in the month brought weakened ground conditions and then there were numerous dead trees across the area from years of ongoing drought. Major disruptions to the evening commute due to downed trees and the accidents they caused were observed. Wind gusts of 40-55 MPH were widespread across the area. Despite most areas not reaching 60 MPH, there was widespread wind damage and impacts due to the reasons above.",87,,
555121,MONTEREY CO.,GORDA,02/09/2015,402,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,92605,C,53,MTR,0,0,River/Stream Gage, , , ,7,E,7,E,GORDA,02/09/2015,402,35.85,-121.32,35.85,-121.32,Monterey County ALERT gauge on Three Peaks at Elevation 3362 feet measured a 72 hour rainfall total of 10.40 inches.,"A strong winter storm finally impacted California following up on nearly a month and a half of no rain and the driest January on record. The storm brought heavy rain, gusty winds, and damage to trees and power lines along with some minor flooding of urban areas. Rainfall amounts were heaviest in the mountains with 5-10 inches or more occurring. Generally 1-3.5 inches fell in low elevation areas and urban spots, with less than an inch in Southern Monterey County. Winds gusted 50-70 MPH with the highest gusts in the mountains of the region. Several small mudslides were reported with the largest occurring in the Santa Cruz Mountains north of Boulder Creek on Highway 9.",88,,
555123,MONTEREY CO.,GORDA,02/09/2015,402,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,92605,C,53,MTR,0,0,River/Stream Gage, , , ,8,N,8,N,GORDA,02/09/2015,402,35.99,-121.43,35.99,-121.43,Monterey County ALERT gauge on Chalk Peak at Elevation 3432 feet measured a 72 hour rainfall total of 8.31 inches.,"A strong winter storm finally impacted California following up on nearly a month and a half of no rain and the driest January on record. The storm brought heavy rain, gusty winds, and damage to trees and power lines along with some minor flooding of urban areas. Rainfall amounts were heaviest in the mountains with 5-10 inches or more occurring. Generally 1-3.5 inches fell in low elevation areas and urban spots, with less than an inch in Southern Monterey County. Winds gusted 50-70 MPH with the highest gusts in the mountains of the region. Several small mudslides were reported with the largest occurring in the Santa Cruz Mountains north of Boulder Creek on Highway 9.",89,,
555122,MONTEREY CO.,LUCIA,02/09/2015,402,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,92605,C,53,MTR,0,0,River/Stream Gage, , , ,8,SSE,8,SSE,LUCIA,02/09/2015,402,36.05,-121.52,36.05,-121.52,Monterey County ALERT gauge on Mining Ridge at Elevation 3288 feet measured a 72 hour rainfall total of 9.53 inches.,"A strong winter storm finally impacted California following up on nearly a month and a half of no rain and the driest January on record. The storm brought heavy rain, gusty winds, and damage to trees and power lines along with some minor flooding of urban areas. Rainfall amounts were heaviest in the mountains with 5-10 inches or more occurring. Generally 1-3.5 inches fell in low elevation areas and urban spots, with less than an inch in Southern Monterey County. Winds gusted 50-70 MPH with the highest gusts in the mountains of the region. Several small mudslides were reported with the largest occurring in the Santa Cruz Mountains north of Boulder Creek on Highway 9.",90,,
555139,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,02/28/2015,1630,Sneakerwave, , ,1,1,0,0,CA,PST-8, ,92630,Z,530,MTR,0,0,Broadcast Media, , , , , , , , ,02/28/2015,1630, , , , ,Two women were swept into the ocean by a sneaker wave on Monastery Beach in Monterey County near Carmel. Bystanders pulled both women from the water and attempted CPR. One of the women was unresponsive and was taken to a local hospital by State Parks personnel. She was pronounced dead due to drowning.,Hazardous surf conditions claimed a life on a beach in Monterey County due to sneaker waves.,91,,
566414,MONTEREY CO.,AROMAS,04/07/2015,600,Flash Flood, , ,0,0,0,0,CA,PST-8, ,94197,C,53,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,S,2,S,AROMAS,04/07/2015,800,36.855,-121.6345,36.8537,-121.6355,Roadway flooding and debris caused multiple lane closures on highway 101 near the Red Barn.,"A strong cold front moved through Northern and Central California during the early morning hours of Tuesday, April 7. The front generated local strong and gusty winds, brief heavy rain, and localized flooding.",92,,
