,"(deg F) Min Temperature (gridMET) at Lands, 2006-12-01 to 2021-09-30"
"2009-11-15",30.3066
"2009-11-16",34.4313
"2009-11-17",36.3105
"2009-11-18",33.3716
"2009-11-19",28.1097
"2009-11-20",32.1062
"2009-11-21",28.8297
"2009-11-22",29.1592
"2009-11-23",30.6862
"2009-11-24",35.3941
"2009-11-25",38.8764
"2009-11-26",41.137
"2009-11-27",36.0291
"2009-11-28",32.4466
"2009-11-29",33.6637
"2009-11-30",35.8122
"2009-12-01",39.3296
"2009-12-02",35.5566
"2009-12-03",32.2387
"2009-12-04",31.8281
"2009-12-05",32.0351
"2009-12-06",23.9418
"2009-12-07",27.4138
"2009-12-08",23.6849
"2009-12-09",24.6119
"2009-12-10",27.9077
"2009-12-11",36.4129
"2009-12-12",38.5329
"2009-12-13",36.0703
"2009-12-14",33.0829
"2009-12-15",36.2111
"2009-12-16",41.7594
"2009-12-17",39.3159
"2009-12-18",39.326
"2009-12-19",40.0176
"2009-12-20",42.0537
"2009-12-21",39.6365
"2009-12-22",31.035
"2009-12-23",25.3488
"2009-12-24",29.8143
"2009-12-25",32.3974
"2009-12-26",32.3587
"2009-12-27",33.5559
"2009-12-28",36.6589
"2009-12-29",32.4748
"2009-12-30",38.4822
"2009-12-31",39.2144
"2010-01-01",37.4988
"2010-01-02",34.4811
"2010-01-03",35.0721
"2010-01-04",38.6132
"2010-01-05",37.0972
"2010-01-06",37.996
"2010-01-07",42.1741
"2010-01-08",41.7553
"2010-01-09",41.1672
"2010-01-10",40.5975
"2010-01-11",43.9632
"2010-01-12",46.3539
"2010-01-13",43.7119
"2010-01-14",38.9583
"2010-01-15",37.3716
"2010-01-16",41.5283
"2010-01-17",44.1639
"2010-01-18",43.9245
"2010-01-19",41.8062
"2010-01-20",45.005
"2010-01-21",47.3083
"2010-01-22",30.5161
"2010-01-23",30.6887
"2010-01-24",31.1432
"2010-01-25",42.4537
"2010-01-26",40.4422
"2010-01-27",34.8345
"2010-01-28",36.6246
"2010-01-29",35.3352
"2010-01-30",34.1919
"2010-01-31",34.4302
"2010-02-01",36.3564
"2010-02-02",35.0836
"2010-02-03",35.9056
"2010-02-04",41.0729
"2010-02-05",41.2245
"2010-02-06",37.128
"2010-02-07",37.1232
"2010-02-08",37.9477
"2010-02-09",30.3179
"2010-02-10",32.1031
"2010-02-11",33.7055
"2010-02-12",44.2911
"2010-02-13",44.312
"2010-02-14",37.5039
"2010-02-15",44.9674
"2010-02-16",38.9154
"2010-02-17",46.2961
"2010-02-18",45.9901
"2010-02-19",45.0961
"2010-02-20",46.3494
"2010-02-21",46.4774
"2010-02-22",42.2649
"2010-02-23",41.9121
"2010-02-24",45.3744
"2010-02-25",41.5148
"2010-02-26",37.5219
"2010-02-27",41.646
"2010-02-28",39.9688
"2010-03-01",41.0986
"2010-03-02",37.5885
"2010-03-03",37.4702
"2010-03-04",34.3305
"2010-03-05",34.1083
"2010-03-06",39.169
"2010-03-07",37.0094
"2010-03-08",35.5568
"2010-03-09",35.3534
"2010-03-10",32.95
"2010-03-11",30.6914
"2010-03-12",35.8759
"2010-03-13",32.2929
"2010-03-14",31.381
"2010-03-15",37.9551
"2010-03-16",42.5865
"2010-03-17",44.8205
"2010-03-18",42.6684
"2010-03-19",40.6191
"2010-03-20",39.4842
"2010-03-21",38.6411
"2010-03-22",39.8619
"2010-03-23",39.0988
"2010-03-24",38.5947
"2010-03-25",36.7799
"2010-03-26",36.6512
"2010-03-27",34.8868
"2010-03-28",38.4658
"2010-03-29",35.7116
"2010-03-30",38.493
"2010-03-31",35.8587
"2010-04-01",31.9082
"2010-04-02",32.4891
"2010-04-03",32.0988
"2010-04-04",32.7492
"2010-04-05",35.1183
"2010-04-06",35.2607
"2010-04-07",35.5523
"2010-04-08",37.333
"2010-04-09",37.1239
"2010-04-10",43.3036
"2010-04-11",40.915
"2010-04-12",37.1669
"2010-04-13",35.3586
"2010-04-14",38.6591
"2010-04-15",37.5807
"2010-04-16",38.9903
"2010-04-17",41.9693
"2010-04-18",44.3989
"2010-04-19",43.1213
"2010-04-20",37.9476
"2010-04-21",37.5064
"2010-04-22",38.6296
"2010-04-23",39.3384
"2010-04-24",42.456
"2010-04-25",41.995
"2010-04-26",45.2946
"2010-04-27",39.8314
"2010-04-28",38.2442
"2010-04-29",38.9633
"2010-04-30",36.7268
"2010-05-01",36.4712
"2010-05-02",44.7105
"2010-05-03",44.7334
"2010-05-04",43.2036
"2010-05-05",41.7259
"2010-05-06",39.1177
"2010-05-07",38.7034
"2010-05-08",40.6373
"2010-05-09",44.0949
"2010-05-10",38.298
"2010-05-11",37.6097
"2010-05-12",38.8497
"2010-05-13",39.2722
"2010-05-14",41.6953
"2010-05-15",43.0583
"2010-05-16",43.2171
"2010-05-17",42.5759
"2010-05-18",46.2011
"2010-05-19",42.8104
"2010-05-20",40.8474
"2010-05-21",38.0928
"2010-05-22",36.7718
"2010-05-23",38.3709
"2010-05-24",37.4979
"2010-05-25",37.3723
"2010-05-26",44.1419
"2010-05-27",39.997
"2010-05-28",36.5859
"2010-05-29",44.5831
"2010-05-30",46.0792
"2010-05-31",47.9674
"2010-06-01",49.6947
"2010-06-02",49.3158
"2010-06-03",52.1091
"2010-06-04",55.2682
"2010-06-05",58.2759
"2010-06-06",57.0259
"2010-06-07",45.3909
"2010-06-08",44.1689
"2010-06-09",46.9796
"2010-06-10",44.0838
"2010-06-11",48.0029
"2010-06-12",53.283
"2010-06-13",52.0099
"2010-06-14",45.1733
"2010-06-15",40.1882
"2010-06-16",39.0718
"2010-06-17",42.5424
"2010-06-18",38.7594
"2010-06-19",40.1257
"2010-06-20",39.0393
"2010-06-21",45.4017
"2010-06-22",46.8966
"2010-06-23",50.4878
"2010-06-24",49.0906
"2010-06-25",48.0792
"2010-06-26",48.42
"2010-06-27",56.073
"2010-06-28",50.4864
"2010-06-29",48.5857
"2010-06-30",45.7365
"2010-07-01",44.145
"2010-07-02",48.3964
"2010-07-03",49.3079
"2010-07-04",49.9933
"2010-07-05",48.6898
"2010-07-06",50.3429
"2010-07-07",48.7159
"2010-07-08",48.751
"2010-07-09",49.6855
"2010-07-10",49.3873
"2010-07-11",50.8915
"2010-07-12",51.3333
"2010-07-13",48.9065
"2010-07-14",49.9114
"2010-07-15",63.8566
"2010-07-16",61.2801
"2010-07-17",58.7457
"2010-07-18",57.4095
"2010-07-19",47.5066
"2010-07-20",48.763
"2010-07-21",49.8915
"2010-07-22",49.9312
"2010-07-23",49.1626
"2010-07-24",50.1829
"2010-07-25",49.2487
"2010-07-26",46.9152
"2010-07-27",44.7798
"2010-07-28",44.5282
"2010-07-29",45.4984
"2010-07-30",47.8141
"2010-07-31",46.8284
"2010-08-01",46.4349
"2010-08-02",48.1338
"2010-08-03",49.1457
"2010-08-04",47.2926
"2010-08-05",48.196
"2010-08-06",50.4354
"2010-08-07",50.8896
"2010-08-08",51.5644
"2010-08-09",51.3262
"2010-08-10",46.4099
"2010-08-11",47.7498
"2010-08-12",48.043
"2010-08-13",48.2173
"2010-08-14",49.1346
"2010-08-15",49.8744
"2010-08-16",50.7742
"2010-08-17",51.2472
"2010-08-18",48.5035
"2010-08-19",47.9259
"2010-08-20",48.5386
"2010-08-21",47.1133
"2010-08-22",44.4945
"2010-08-23",52.3341
"2010-08-24",59.6525
"2010-08-25",55.9719
"2010-08-26",49.6323
"2010-08-27",43.4863
"2010-08-28",43.4287
"2010-08-29",41.5798
"2010-08-30",41.4154
"2010-08-31",48.7812
"2010-09-01",52.0963
"2010-09-02",56.217
"2010-09-03",53.0652
"2010-09-04",51.2899
"2010-09-05",50.9594
"2010-09-06",50.7292
"2010-09-07",46.9375
"2010-09-08",49.7529
"2010-09-09",45.2372
"2010-09-10",46.3086
"2010-09-11",48.78
"2010-09-12",43.0979
"2010-09-13",39.9112
"2010-09-14",41.5384
"2010-09-15",45.4104
"2010-09-16",49.417
"2010-09-17",55.3816
"2010-09-18",47.4807
"2010-09-19",47.5583
"2010-09-20",49.7107
"2010-09-21",46.1833
"2010-09-22",42.8659
"2010-09-23",43.1517
"2010-09-24",48.2419
"2010-09-25",54.4923
"2010-09-26",57.9409
"2010-09-27",57.171
"2010-09-28",63.9518
"2010-09-29",58.4899
"2010-09-30",57.8435
"2010-10-01",57.5175
"2010-10-02",59.1735
"2010-10-03",48.4704
"2010-10-04",48.0249
"2010-10-05",45.8605
"2010-10-06",44.3331
"2010-10-07",44.2389
"2010-10-08",44.4465
"2010-10-09",47.7639
"2010-10-10",51.0831
"2010-10-11",55.3906
"2010-10-12",49.6872
"2010-10-13",58.0703
"2010-10-14",57.6372
"2010-10-15",53.4794
"2010-10-16",50.0265
"2010-10-17",46.2081
"2010-10-18",47.5999
"2010-10-19",46.5904
"2010-10-20",47.5756
"2010-10-21",46.0735
"2010-10-22",45.0675
"2010-10-23",45.2392
"2010-10-24",52.0338
"2010-10-25",43.4363
"2010-10-26",36.7261
"2010-10-27",34.3733
"2010-10-28",46.0787
"2010-10-29",44.0175
"2010-10-30",42.3259
"2010-10-31",40.8646
"2010-11-01",44.7798
"2010-11-02",47.8321
"2010-11-03",51.3315
"2010-11-04",52.5682
"2010-11-05",54.6055
"2010-11-06",46.1503
"2010-11-07",41.1391
"2010-11-08",37.0521
"2010-11-09",37.8865
"2010-11-10",39.8655
"2010-11-11",34.8816
"2010-11-12",34.3499
"2010-11-13",44.0875
"2010-11-14",44.078
"2010-11-15",47.4093
"2010-11-16",42.7905
"2010-11-17",40.267
"2010-11-18",40.5091
"2010-11-19",39.306
"2010-11-20",37.6086
"2010-11-21",34.8476
"2010-11-22",37.5292
"2010-11-23",31.5986
"2010-11-24",25.9061
"2010-11-25",23.9578
"2010-11-26",26.3142
"2010-11-27",34.0374
"2010-11-28",29.2019
"2010-11-29",29.2039
"2010-11-30",29.0284
"2010-12-01",32.4102
"2010-12-02",36.2484
"2010-12-03",39.1928
"2010-12-04",43.0662
"2010-12-05",43.1877
"2010-12-06",38.2505
"2010-12-07",35.6409
"2010-12-08",37.8934
"2010-12-09",46.801
"2010-12-10",47.7808
"2010-12-11",44.2323
"2010-12-12",40.7287
"2010-12-13",38.6051
"2010-12-14",42.0073
"2010-12-15",31.4172
"2010-12-16",30.3894
"2010-12-17",42.2226
"2010-12-18",46.4418
"2010-12-19",41.0909
"2010-12-20",39.8995
"2010-12-21",39.7548
"2010-12-22",42.9472
"2010-12-23",36.7097
"2010-12-24",40.7061
"2010-12-25",35.7422
"2010-12-26",32.2758
"2010-12-27",33.9634
"2010-12-28",35.9474
"2010-12-29",31.0989
"2010-12-30",29.1821
"2010-12-31",33.0467
"2011-01-01",33.0467
"2011-01-02",35.3705
"2011-01-03",32.0049
"2011-01-04",27.7279
"2011-01-05",29.4543
"2011-01-06",31.8006
"2011-01-07",35.2765
"2011-01-08",27.0608
"2011-01-09",24.9688
"2011-01-10",23.8275
"2011-01-11",29.3488
"2011-01-12",35.4481
"2011-01-13",37.3267
"2011-01-14",37.6606
"2011-01-15",38.8861
"2011-01-16",43.3605
"2011-01-17",45.8524
"2011-01-18",39.7785
"2011-01-19",38.3967
"2011-01-20",33.9771
"2011-01-21",36.9286
"2011-01-22",42.0246
"2011-01-23",38.2732
"2011-01-24",37.6349
"2011-01-25",37.9141
"2011-01-26",37.4266
"2011-01-27",38.2573
"2011-01-28",39.8511
"2011-01-29",31.9348
"2011-01-30",33.5817
"2011-01-31",30.7825
"2011-02-01",33.3225
"2011-02-02",29.9466
"2011-02-03",33.107
"2011-02-04",32.2983
"2011-02-05",39.9895
"2011-02-06",44.4843
"2011-02-07",43.8847
"2011-02-08",34.9128
"2011-02-09",29.9959
"2011-02-10",31.2138
"2011-02-11",32.6071
"2011-02-12",37.2605
"2011-02-13",37.747
"2011-02-14",32.0437
"2011-02-15",34.9461
"2011-02-16",33.4818
"2011-02-17",31.5615
"2011-02-18",32.7643
"2011-02-19",29.7201
"2011-02-20",29.3851
"2011-02-21",27.5427
"2011-02-22",28.2612
"2011-02-23",29.7919
"2011-02-24",28.5193
"2011-02-25",31.381
"2011-02-26",26.1394
"2011-02-27",23.6439
"2011-02-28",27.6458
"2011-03-01",29.7172
"2011-03-02",35.5842
"2011-03-03",38.2176
"2011-03-04",35.9119
"2011-03-05",37.6099
"2011-03-06",44.1871
"2011-03-07",37.7888
"2011-03-08",34.6341
"2011-03-09",39.8545
"2011-03-10",40.4447
"2011-03-11",36.3099
"2011-03-12",32.5738
"2011-03-13",37.488
"2011-03-14",45.2797
"2011-03-15",46.9917
"2011-03-16",41.4131
"2011-03-17",34.2063
"2011-03-18",31.8182
"2011-03-19",30.2652
"2011-03-20",37.0395
"2011-03-21",33.2296
"2011-03-22",30.0393
"2011-03-23",36.1936
"2011-03-24",33.517
"2011-03-25",31.599
"2011-03-26",34.4102
"2011-03-27",34.2828
"2011-03-28",36.586
"2011-03-29",37.2538
"2011-03-30",43.8566
"2011-03-31",48.5434
"2011-04-01",52.4615
"2011-04-02",49.4517
"2011-04-03",36.8074
"2011-04-04",38.0869
"2011-04-05",47.6906
"2011-04-06",43.4149
"2011-04-07",32.8413
"2011-04-08",28.0141
"2011-04-09",29.0833
"2011-04-10",31.1666
"2011-04-11",35.521
"2011-04-12",33.2515
"2011-04-13",29.1843
"2011-04-14",29.633
"2011-04-15",37.3336
"2011-04-16",44.1671
"2011-04-17",44.7714
"2011-04-18",43.7221
"2011-04-19",42.4893
"2011-04-20",39.8199
"2011-04-21",41.3742
"2011-04-22",38.2865
"2011-04-23",36.6609
"2011-04-24",43.3666
"2011-04-25",37.3451
"2011-04-26",36.2925
"2011-04-27",35.2621
"2011-04-28",38.687
"2011-04-29",33.1178
"2011-04-30",34.695
"2011-05-01",37.924
"2011-05-02",44.227
"2011-05-03",45.4982
"2011-05-04",47.6013
"2011-05-05",53.5739
"2011-05-06",51.9514
"2011-05-07",38.3209
"2011-05-08",38.9885
"2011-05-09",34.0324
"2011-05-10",37.7879
"2011-05-11",40.8153
"2011-05-12",42.5523
"2011-05-13",45.4689
"2011-05-14",37.9274
"2011-05-15",34.3526
"2011-05-16",30.8239
"2011-05-17",37.5748
"2011-05-18",38.2599
"2011-05-19",38.0973
"2011-05-20",42.4776
"2011-05-21",45.8865
"2011-05-22",40.6276
"2011-05-23",36.541
"2011-05-24",35.1345
"2011-05-25",42.7723
"2011-05-26",35.1696
"2011-05-27",39.3624
"2011-05-28",38.9498
"2011-05-29",34.7648
"2011-05-30",34.9936
"2011-05-31",34.9659
"2011-06-01",32.5287
"2011-06-02",32.5332
"2011-06-03",38.4118
"2011-06-04",42.0692
"2011-06-05",38.9943
"2011-06-06",40.9039
"2011-06-07",39.3469
"2011-06-08",42.2886
"2011-06-09",47.7199
"2011-06-10",46.7179
"2011-06-11",41.4063
"2011-06-12",41.4334
"2011-06-13",47.6926
"2011-06-14",51.6614
"2011-06-15",59.0713
"2011-06-16",49.8344
"2011-06-17",44.368
"2011-06-18",48.4111
"2011-06-19",49.1999
"2011-06-20",57.301
"2011-06-21",62.326
"2011-06-22",63.4494
"2011-06-23",53.7368
"2011-06-24",49.7142
"2011-06-25",46.4765
"2011-06-26",47.8335
"2011-06-27",50.2453
"2011-06-28",45.579
"2011-06-29",45.8402
"2011-06-30",42.0512
"2011-07-01",51.5709
"2011-07-02",60.7361
"2011-07-03",61.187
"2011-07-04",61.137
"2011-07-05",61.4788
"2011-07-06",60.7086
"2011-07-07",57.1161
"2011-07-08",56.6643
"2011-07-09",51.1977
"2011-07-10",48.639
"2011-07-11",46.0814
"2011-07-12",43.7403
"2011-07-13",43.9754
"2011-07-14",40.4208
"2011-07-15",40.5127
"2011-07-16",41.4273
"2011-07-17",44.7769
"2011-07-18",48.4662
"2011-07-19",46.4873
"2011-07-20",53.9226
"2011-07-21",52.8273
"2011-07-22",52.7815
"2011-07-23",51.8646
"2011-07-24",52.5407
"2011-07-25",53.8626
"2011-07-26",51.4202
"2011-07-27",53.0285
"2011-07-28",58.3792
"2011-07-29",55.6497
"2011-07-30",54.0343
"2011-07-31",53.0539
"2011-08-01",52.8647
"2011-08-02",53.0515
"2011-08-03",52.1953
"2011-08-04",45.4102
"2011-08-05",47.9295
"2011-08-06",51.5282
"2011-08-07",51.7107
"2011-08-08",55.4391
"2011-08-09",54.9876
"2011-08-10",53.7647
"2011-08-11",49.5412
"2011-08-12",51.9584
"2011-08-13",57.2389
"2011-08-14",53.5505
"2011-08-15",51.2758
"2011-08-16",50.9378
"2011-08-17",54.9909
"2011-08-18",55.0904
"2011-08-19",51.831
"2011-08-20",47.575
"2011-08-21",47.8706
"2011-08-22",48.4945
"2011-08-23",57.3051
"2011-08-24",56.208
"2011-08-25",53.6302
"2011-08-26",55.7341
"2011-08-27",56.8369
"2011-08-28",57.9902
"2011-08-29",55.1934
"2011-08-30",53.4436
"2011-08-31",47.2761
"2011-09-01",50.9434
"2011-09-02",53.1635
"2011-09-03",55.103
"2011-09-04",53.6988
"2011-09-05",54.8683
"2011-09-06",58.2946
"2011-09-07",61.9324
"2011-09-08",57.0286
"2011-09-09",54.6514
"2011-09-10",63.7129
"2011-09-11",48.7661
"2011-09-12",49.4397
"2011-09-13",54.8638
"2011-09-14",54.1548
"2011-09-15",48.5541
"2011-09-16",41.9459
"2011-09-17",42.3815
"2011-09-18",51.2056
"2011-09-19",59.0538
"2011-09-20",61.4264
"2011-09-21",59.9239
"2011-09-22",60.7768
"2011-09-23",63.3085
"2011-09-24",53.092
"2011-09-25",44.4038
"2011-09-26",42.1666
"2011-09-27",48.211
"2011-09-28",59.0756
"2011-09-29",61.0617
"2011-09-30",50.8719
"2011-10-01",45.2352
"2011-10-02",44.3543
"2011-10-03",38.9991
"2011-10-04",41.983
"2011-10-05",31.4685
"2011-10-06",35.8255
"2011-10-07",34.0111
"2011-10-08",41.3105
"2011-10-09",44.2479
"2011-10-10",46.6707
"2011-10-11",49.57
"2011-10-12",45.7468
"2011-10-13",51.503
"2011-10-14",55.2501
"2011-10-15",51.4418
"2011-10-16",49.9915
"2011-10-17",50.7
"2011-10-18",53.5737
"2011-10-19",44.4441
"2011-10-20",45.6521
"2011-10-21",45.3461
"2011-10-22",45.9685
"2011-10-23",51.7995
"2011-10-24",52.0597
"2011-10-25",40.9611
"2011-10-26",37.6057
"2011-10-27",36.3009
"2011-10-28",41.1373
"2011-10-29",45.0084
"2011-10-30",47.1745
"2011-10-31",51.3829
"2011-11-01",45.6364
"2011-11-02",42.5109
"2011-11-03",41.3393
"2011-11-04",34.6541
"2011-11-05",29.6164
"2011-11-06",34.4691
"2011-11-07",29.3349
"2011-11-08",31.4229
"2011-11-09",30.5908
"2011-11-10",37.5346
"2011-11-11",39.6813
"2011-11-12",37.9022
"2011-11-13",35.2038
"2011-11-14",36.534
"2011-11-15",38.7009
"2011-11-16",39.9339
"2011-11-17",41.329
"2011-11-18",34.7454
"2011-11-19",27.8668
"2011-11-20",31.8502
"2011-11-21",30.2533
"2011-11-22",31.8483
"2011-11-23",34.8431
"2011-11-24",37.494
"2011-11-25",32.3285
"2011-11-26",34.9353
"2011-11-27",43.4307
"2011-11-28",44.9685
"2011-11-29",43.3848
"2011-11-30",36.7884
"2011-12-01",36.2539
"2011-12-02",33.379
"2011-12-03",33.1583
"2011-12-04",30.4239
"2011-12-05",25.7387
"2011-12-06",27.171
"2011-12-07",28.0026
"2011-12-08",28.4337
"2011-12-09",31.2604
"2011-12-10",35.2384
"2011-12-11",30.3141
"2011-12-12",28.6916
"2011-12-13",31.0941
"2011-12-14",30.8377
"2011-12-15",27.9349
"2011-12-16",26.7868
"2011-12-17",30.6239
"2011-12-18",33.8684
"2011-12-19",32.1913
"2011-12-20",30.1134
"2011-12-21",33.5327
"2011-12-22",27.5452
"2011-12-23",27.5173
"2011-12-24",28.332
"2011-12-25",33.5334
"2011-12-26",32.7511
"2011-12-27",28.2682
"2011-12-28",36.1528
"2011-12-29",41.3469
"2011-12-30",37.2418
"2011-12-31",34.6302
"2012-01-01",40.9368
"2012-01-02",41.8442
"2012-01-03",38.0154
"2012-01-04",41.1676
"2012-01-05",40.4778
"2012-01-06",33.3865
"2012-01-07",34.6032
"2012-01-08",33.0584
"2012-01-09",34.7749
"2012-01-10",35.4664
"2012-01-11",33.5881
"2012-01-12",34.646
"2012-01-13",36.7212
"2012-01-14",37.319
"2012-01-15",34.9837
"2012-01-16",21.0465
"2012-01-17",21.522
"2012-01-18",23.8357
"2012-01-19",29.8204
"2012-01-20",38.6071
"2012-01-21",32.495
"2012-01-22",30.6477
"2012-01-23",36.7979
"2012-01-24",32.5144
"2012-01-25",38.3277
"2012-01-26",42.4913
"2012-01-27",38.6649
"2012-01-28",33.543
"2012-01-29",35.5932
"2012-01-30",35.4013
"2012-01-31",33.7201
"2012-02-01",35.4169
"2012-02-02",35.4756
"2012-02-03",32.9952
"2012-02-04",35.4117
"2012-02-05",35.8302
"2012-02-06",39.8066
"2012-02-07",42.3001
"2012-02-08",36.6976
"2012-02-09",38.7979
"2012-02-10",39.7524
"2012-02-11",38.2062
"2012-02-12",32.1892
"2012-02-13",35.3959
"2012-02-14",30.3688
"2012-02-15",32.7135
"2012-02-16",29.8132
"2012-02-17",36.7102
"2012-02-18",36.7542
"2012-02-19",31.3772
"2012-02-20",32.3514
"2012-02-21",33.0676
"2012-02-22",41.0598
"2012-02-23",43.1953
"2012-02-24",39.9186
"2012-02-25",34.2837
"2012-02-26",28.2843
"2012-02-27",29.3383
"2012-02-28",27.1521
"2012-02-29",29.3279
"2012-03-01",29.1681
"2012-03-02",27.6012
"2012-03-03",33.5736
"2012-03-04",40.5063
"2012-03-05",47.1538
"2012-03-06",35.7471
"2012-03-07",28.0884
"2012-03-08",29.5684
"2012-03-09",38.2037
"2012-03-10",38.1438
"2012-03-11",32.6309
"2012-03-12",32.747
"2012-03-13",36.0891
"2012-03-14",41.3274
"2012-03-15",39.4653
"2012-03-16",39.9605
"2012-03-17",33.6324
"2012-03-18",30.425
"2012-03-19",26.7535
"2012-03-20",33.0107
"2012-03-21",40.3086
"2012-03-22",40.7178
"2012-03-23",27.5913
"2012-03-24",32.3222
"2012-03-25",36.0106
"2012-03-26",34.3791
"2012-03-27",35.6731
"2012-03-28",41.2749
"2012-03-29",36.2664
"2012-03-30",38.6055
"2012-03-31",37.5778
"2012-04-01",33.0881
"2012-04-02",32.1134
"2012-04-03",39.4531
"2012-04-04",36.2552
"2012-04-05",25.588
"2012-04-06",25.4629
"2012-04-07",30.6716
"2012-04-08",36.909
"2012-04-09",38.7495
"2012-04-10",36.9838
"2012-04-11",38.8312
"2012-04-12",38.2485
"2012-04-13",35.9188
"2012-04-14",33.1826
"2012-04-15",37.8282
"2012-04-16",40.8187
"2012-04-17",42.8506
"2012-04-18",39.0828
"2012-04-19",43.6849
"2012-04-20",49.8594
"2012-04-21",57.8086
"2012-04-22",59.4927
"2012-04-23",47.7784
"2012-04-24",43.0048
"2012-04-25",43.4181
"2012-04-26",43.1515
"2012-04-27",37.3428
"2012-04-28",40.3043
"2012-04-29",46.0593
"2012-04-30",53.4983
"2012-05-01",42.9381
"2012-05-02",35.8896
"2012-05-03",39.2211
"2012-05-04",38.4555
"2012-05-05",36.282
"2012-05-06",43.0133
"2012-05-07",50.8568
"2012-05-08",51.1898
"2012-05-09",56.9266
"2012-05-10",46.1406
"2012-05-11",47.3851
"2012-05-12",52.3656
"2012-05-13",49.624
"2012-05-14",42.9895
"2012-05-15",44.5365
"2012-05-16",49.2537
"2012-05-17",50.9614
"2012-05-18",39.594
"2012-05-19",43.7686
"2012-05-20",53.1802
"2012-05-21",51.7591
"2012-05-22",45.7489
"2012-05-23",45.1332
"2012-05-24",44.2542
"2012-05-25",36.7381
"2012-05-26",36.0559
"2012-05-27",36.3405
"2012-05-28",42.5215
"2012-05-29",39.8518
"2012-05-30",46.188
"2012-05-31",52.9714
"2012-06-01",55.6826
"2012-06-02",51.6304
"2012-06-03",45.5158
"2012-06-04",45.4291
"2012-06-05",35.7841
"2012-06-06",38.1949
"2012-06-07",43.295
"2012-06-08",45.156
"2012-06-09",42.0285
"2012-06-10",46.5717
"2012-06-11",56.5417
"2012-06-12",55.9495
"2012-06-13",46.9085
"2012-06-14",48.63
"2012-06-15",46.2835
"2012-06-16",59.5521
"2012-06-17",62.4245
"2012-06-18",52.7036
"2012-06-19",48.8034
"2012-06-20",55.4277
"2012-06-21",54.4705
"2012-06-22",43.367
"2012-06-23",41.5042
"2012-06-24",38.0523
"2012-06-25",39.3055
"2012-06-26",39.4822
"2012-06-27",47.6953
"2012-06-28",51.8468
"2012-06-29",45.1008
"2012-06-30",44.8671
"2012-07-01",47.764
"2012-07-02",49.4334
"2012-07-03",47.0046
"2012-07-04",49.9201
"2012-07-05",45.0489
"2012-07-06",47.7617
"2012-07-07",55.1212
"2012-07-08",53.3284
"2012-07-09",54.7671
"2012-07-10",56.3716
"2012-07-11",60.1264
"2012-07-12",61.0642
"2012-07-13",56.8373
"2012-07-14",45.8769
"2012-07-15",50.9031
"2012-07-16",46.4092
"2012-07-17",39.9135
"2012-07-18",42.4238
"2012-07-19",49.455
"2012-07-20",49.4272
"2012-07-21",56.05
"2012-07-22",58.6796
"2012-07-23",53.5802
"2012-07-24",46.182
"2012-07-25",50.5693
"2012-07-26",49.0692
"2012-07-27",45.8917
"2012-07-28",48.0846
"2012-07-29",49.8868
"2012-07-30",54.0844
"2012-07-31",56.6593
"2012-08-01",52.5247
"2012-08-02",54.2223
"2012-08-03",55.6878
"2012-08-04",57.6608
"2012-08-05",55.1948
"2012-08-06",52.527
"2012-08-07",54.5243
"2012-08-08",56.0739
"2012-08-09",61.6345
"2012-08-10",64.7474
"2012-08-11",67.2922
"2012-08-12",62.9634
"2012-08-13",67.7986
"2012-08-14",67.0969
"2012-08-15",59.5312
"2012-08-16",56.5486
"2012-08-17",55.5836
"2012-08-18",59.1255
"2012-08-19",57.3525
"2012-08-20",57.0394
"2012-08-21",54.2826
"2012-08-22",51.5084
"2012-08-23",53.7514
"2012-08-24",52.9759
"2012-08-25",51.6578
"2012-08-26",45.57
"2012-08-27",44.5469
"2012-08-28",57.135
"2012-08-29",54.8919
"2012-08-30",61.3008
"2012-08-31",46.4758
"2012-09-01",44.087
"2012-09-02",48.812
"2012-09-03",56.4863
"2012-09-04",57.5452
"2012-09-05",59.1705
"2012-09-06",55.2877
"2012-09-07",54.8281
"2012-09-08",56.5934
"2012-09-09",53.9974
"2012-09-10",55.1539
"2012-09-11",46.873
"2012-09-12",47.3133
"2012-09-13",56.7932
"2012-09-14",59.2682
"2012-09-15",60.6763
"2012-09-16",60.2996
"2012-09-17",52.5344
"2012-09-18",49.5385
"2012-09-19",49.4175
"2012-09-20",53.7314
"2012-09-21",55.2065
"2012-09-22",59.0592
"2012-09-23",54.6298
"2012-09-24",46.596
"2012-09-25",47.6352
"2012-09-26",50.5413
"2012-09-27",54.0158
"2012-09-28",50.016
"2012-09-29",50.7479
"2012-09-30",58.8357
"2012-10-01",62.3979
"2012-10-02",63.925
"2012-10-03",62.1435
"2012-10-04",50.6476
"2012-10-05",46.024
"2012-10-06",42.0321
"2012-10-07",41.6937
"2012-10-08",40.0611
"2012-10-09",37.9249
"2012-10-10",40.6387
"2012-10-11",38.6326
"2012-10-12",35.807
"2012-10-13",38.0214
"2012-10-14",44.1401
"2012-10-15",44.8218
"2012-10-16",50.0472
"2012-10-17",50.5431
"2012-10-18",53.7746
"2012-10-19",48.2779
"2012-10-20",45.0748
"2012-10-21",38.0376
"2012-10-22",39.3782
"2012-10-23",33.247
"2012-10-24",30.409
"2012-10-25",37.297
"2012-10-26",36.3931
"2012-10-27",45.4289
"2012-10-28",47.743
"2012-10-29",49.3918
"2012-10-30",45.8656
