,"(deg F) Mean Temperature (gridMET) at Lands, 2006-12-01 to 2021-09-30"
"2009-11-13",44.3736
"2009-11-14",46.2915
"2009-11-15",48.34
"2009-11-16",53.2792
"2009-11-17",53.4551
"2009-11-18",46.4153
"2009-11-19",47.6195
"2009-11-20",47.7743
"2009-11-21",43.1865
"2009-11-22",46.917
"2009-11-23",47.4355
"2009-11-24",54.1058
"2009-11-25",57.3822
"2009-11-26",58.332
"2009-11-27",48.0258
"2009-11-28",45.9311
"2009-11-29",51.0611
"2009-11-30",51.9076
"2009-12-01",52.4169
"2009-12-02",48.8172
"2009-12-03",46.9704
"2009-12-04",47.1376
"2009-12-05",45.1778
"2009-12-06",36.6332
"2009-12-07",34.4412
"2009-12-08",34.2351
"2009-12-09",35.8624
"2009-12-10",39.8296
"2009-12-11",45.9714
"2009-12-12",45.8379
"2009-12-13",44.5057
"2009-12-14",43.5832
"2009-12-15",48.213
"2009-12-16",51.2159
"2009-12-17",50.2623
"2009-12-18",52.3272
"2009-12-19",54.241
"2009-12-20",52.4062
"2009-12-21",50.3978
"2009-12-22",39.9263
"2009-12-23",39.1102
"2009-12-24",44.7994
"2009-12-25",46.5361
"2009-12-26",43.7252
"2009-12-27",44.1865
"2009-12-28",45.8971
"2009-12-29",43.0486
"2009-12-30",47.0579
"2009-12-31",50.562
"2010-01-01",49.6809
"2010-01-02",51.1657
"2010-01-03",51.8076
"2010-01-04",52.2216
"2010-01-05",51.8925
"2010-01-06",55.1844
"2010-01-07",56.8582
"2010-01-08",56.8193
"2010-01-09",53.1606
"2010-01-10",56.8539
"2010-01-11",58.1745
"2010-01-12",53.2342
"2010-01-13",52.8994
"2010-01-14",53.321
"2010-01-15",52.3249
"2010-01-16",52.2941
"2010-01-17",49.4766
"2010-01-18",48.5143
"2010-01-19",50.5272
"2010-01-20",51.2004
"2010-01-21",51.8862
"2010-01-22",39.7148
"2010-01-23",43.1703
"2010-01-24",42.2874
"2010-01-25",49.073
"2010-01-26",48.1041
"2010-01-27",46.9193
"2010-01-28",48.2405
"2010-01-29",47.7142
"2010-01-30",46.1026
"2010-01-31",46.9929
"2010-02-01",47.7585
"2010-02-02",46.8561
"2010-02-03",48.2007
"2010-02-04",49.9593
"2010-02-05",49.4762
"2010-02-06",44.8516
"2010-02-07",49.2737
"2010-02-08",46.013
"2010-02-09",41.4428
"2010-02-10",43.583
"2010-02-11",46.2065
"2010-02-12",53.5444
"2010-02-13",54.9829
"2010-02-14",52.1265
"2010-02-15",56.1868
"2010-02-16",57.2452
"2010-02-17",58.071
"2010-02-18",54.8191
"2010-02-19",54.4456
"2010-02-20",54.3209
"2010-02-21",51.7872
"2010-02-22",50.9356
"2010-02-23",48.6716
"2010-02-24",56.8737
"2010-02-25",54.9705
"2010-02-26",50.4003
"2010-02-27",51.3104
"2010-02-28",54.7792
"2010-03-01",51.5241
"2010-03-02",47.3808
"2010-03-03",46.9558
"2010-03-04",46.6597
"2010-03-05",47.3319
"2010-03-06",52.6134
"2010-03-07",49.723
"2010-03-08",45.7223
"2010-03-09",45.6802
"2010-03-10",44.8133
"2010-03-11",49.2231
"2010-03-12",50.1519
"2010-03-13",45.5641
"2010-03-14",48.3845
"2010-03-15",56.9574
"2010-03-16",61.8134
"2010-03-17",62.8707
"2010-03-18",59.6503
"2010-03-19",61.4473
"2010-03-20",58.3635
"2010-03-21",56.0646
"2010-03-22",55.7328
"2010-03-23",58.3279
"2010-03-24",56.9977
"2010-03-25",49.0302
"2010-03-26",52.3816
"2010-03-27",55.4774
"2010-03-28",58.2811
"2010-03-29",55.6102
"2010-03-30",49.3578
"2010-03-31",46.8966
"2010-04-01",45.3844
"2010-04-02",45.6429
"2010-04-03",43.398
"2010-04-04",42.3248
"2010-04-05",47.0316
"2010-04-06",49.2118
"2010-04-07",55.0616
"2010-04-08",55.7478
"2010-04-09",55.4517
"2010-04-10",49.0357
"2010-04-11",45.7624
"2010-04-12",45.7066
"2010-04-13",48.9792
"2010-04-14",51.0994
"2010-04-15",54.2199
"2010-04-16",56.4046
"2010-04-17",58.9566
"2010-04-18",62.2792
"2010-04-19",58.6594
"2010-04-20",47.4287
"2010-04-21",43.6453
"2010-04-22",49.4832
"2010-04-23",56.5714
"2010-04-24",58.9087
"2010-04-25",60.2821
"2010-04-26",63.1783
"2010-04-27",50.6836
"2010-04-28",46.729
"2010-04-29",48.1773
"2010-04-30",50.6084
"2010-05-01",54.7117
"2010-05-02",60.1858
"2010-05-03",64.1462
"2010-05-04",59.3659
"2010-05-05",56.4742
"2010-05-06",54.7345
"2010-05-07",56.9217
"2010-05-08",56.9334
"2010-05-09",51.8326
"2010-05-10",50.0119
"2010-05-11",50.2734
"2010-05-12",56.1483
"2010-05-13",57.2985
"2010-05-14",61.0011
"2010-05-15",63.1553
"2010-05-16",61.3917
"2010-05-17",51.3556
"2010-05-18",59.1483
"2010-05-19",59.4322
"2010-05-20",56.3077
"2010-05-21",49.8146
"2010-05-22",47.3385
"2010-05-23",50.0014
"2010-05-24",52.3054
"2010-05-25",51.9843
"2010-05-26",57.2558
"2010-05-27",51.6436
"2010-05-28",50.8341
"2010-05-29",61.4536
"2010-05-30",66.7769
"2010-05-31",65.2435
"2010-06-01",62.4886
"2010-06-02",65.7032
"2010-06-03",69.0015
"2010-06-04",71.0051
"2010-06-05",74.5124
"2010-06-06",73.4859
"2010-06-07",65.0462
"2010-06-08",63.7997
"2010-06-09",63.8004
"2010-06-10",57.8183
"2010-06-11",63.3526
"2010-06-12",70.0378
"2010-06-13",71.379
"2010-06-14",68.8739
"2010-06-15",60.1651
"2010-06-16",60.4782
"2010-06-17",64.5856
"2010-06-18",56.1421
"2010-06-19",57.6783
"2010-06-20",60.0314
"2010-06-21",64.6839
"2010-06-22",68.4048
"2010-06-23",70.6068
"2010-06-24",66.5416
"2010-06-25",65.6139
"2010-06-26",69.6805
"2010-06-27",78.7599
"2010-06-28",75.1262
"2010-06-29",67.9588
"2010-06-30",66.9911
"2010-07-01",64.9063
"2010-07-02",66.7072
"2010-07-03",69.9366
"2010-07-04",71.692
"2010-07-05",67.4701
"2010-07-06",68.1305
"2010-07-07",67.9251
"2010-07-08",69.357
"2010-07-09",71.8657
"2010-07-10",73.4747
"2010-07-11",72.1542
"2010-07-12",69.1632
"2010-07-13",71.2152
"2010-07-14",73.6047
"2010-07-15",82.5307
"2010-07-16",80.6173
"2010-07-17",80.46
"2010-07-18",78.6171
"2010-07-19",70.4773
"2010-07-20",68.2887
"2010-07-21",67.1837
"2010-07-22",72.0941
"2010-07-23",72.0874
"2010-07-24",72.5319
"2010-07-25",69.9017
"2010-07-26",64.9697
"2010-07-27",64.1201
"2010-07-28",65.3941
"2010-07-29",69.0138
"2010-07-30",70.5164
"2010-07-31",69.8178
"2010-08-01",69.5633
"2010-08-02",71.7098
"2010-08-03",72.0482
"2010-08-04",69.6178
"2010-08-05",65.7554
"2010-08-06",65.7527
"2010-08-07",66.1757
"2010-08-08",66.0673
"2010-08-09",67.1401
"2010-08-10",66.8025
"2010-08-11",66.587
"2010-08-12",68.5449
"2010-08-13",68.7583
"2010-08-14",68.511
"2010-08-15",71.8002
"2010-08-16",75.3199
"2010-08-17",73.8993
"2010-08-18",71.7229
"2010-08-19",71.9722
"2010-08-20",71.3707
"2010-08-21",66.4183
"2010-08-22",65.226
"2010-08-23",75.6322
"2010-08-24",83.5246
"2010-08-25",79.234
"2010-08-26",73.2868
"2010-08-27",65.1535
"2010-08-28",57.9013
"2010-08-29",58.1506
"2010-08-30",59.1278
"2010-08-31",67.5563
"2010-09-01",74.536
"2010-09-02",78.1666
"2010-09-03",77.1634
"2010-09-04",74.8729
"2010-09-05",72.7538
"2010-09-06",73.2137
"2010-09-07",63.8506
"2010-09-08",61.4613
"2010-09-09",62.1905
"2010-09-10",66.8876
"2010-09-11",70.2802
"2010-09-12",65.0975
"2010-09-13",62.1693
"2010-09-14",64.0809
"2010-09-15",66.362
"2010-09-16",68.5513
"2010-09-17",71.9406
"2010-09-18",65.9109
"2010-09-19",66.2194
"2010-09-20",66.7711
"2010-09-21",61.6543
"2010-09-22",56.9905
"2010-09-23",64.3656
"2010-09-24",72.5324
"2010-09-25",78.0343
"2010-09-26",80.193
"2010-09-27",81.8389
"2010-09-28",84.4268
"2010-09-29",80.1813
"2010-09-30",77.844
"2010-10-01",76.9719
"2010-10-02",75.7746
"2010-10-03",64.2204
"2010-10-04",52.3335
"2010-10-05",53.3917
"2010-10-06",51.1057
"2010-10-07",56.4422
"2010-10-08",61.6105
"2010-10-09",65.3266
"2010-10-10",69.5104
"2010-10-11",73.0031
"2010-10-12",70.9909
"2010-10-13",78.1714
"2010-10-14",78.0975
"2010-10-15",72.6418
"2010-10-16",67.7241
"2010-10-17",52.9839
"2010-10-18",59.5672
"2010-10-19",64.452
"2010-10-20",64.8651
"2010-10-21",56.0215
"2010-10-22",56.6857
"2010-10-23",57.9495
"2010-10-24",58.7743
"2010-10-25",53.2423
"2010-10-26",50.254
"2010-10-27",52.592
"2010-10-28",60.7741
"2010-10-29",55.9348
"2010-10-30",54.5279
"2010-10-31",58.7345
"2010-11-01",62.8657
"2010-11-02",68.6748
"2010-11-03",72.8485
"2010-11-04",71.5122
"2010-11-05",66.5433
"2010-11-06",57.3399
"2010-11-07",48.4603
"2010-11-08",48.7233
"2010-11-09",51.8493
"2010-11-10",49.4586
"2010-11-11",51.9539
"2010-11-12",52.9437
"2010-11-13",58.3363
"2010-11-14",58.6256
"2010-11-15",61.6793
"2010-11-16",59.7405
"2010-11-17",60.3162
"2010-11-18",57.0241
"2010-11-19",45.7457
"2010-11-20",47.7122
"2010-11-21",43.8649
"2010-11-22",48.1023
"2010-11-23",40.5984
"2010-11-24",38.9082
"2010-11-25",39.9351
"2010-11-26",43.1785
"2010-11-27",43.0399
"2010-11-28",40.1401
"2010-11-29",43.6555
"2010-11-30",45.7293
"2010-12-01",50.5958
"2010-12-02",51.5991
"2010-12-03",53.6562
"2010-12-04",51.7233
"2010-12-05",52.4775
"2010-12-06",52.2675
"2010-12-07",52.3206
"2010-12-08",52.4309
"2010-12-09",57.6068
"2010-12-10",56.0124
"2010-12-11",59.3098
"2010-12-12",57.0348
"2010-12-13",51.9091
"2010-12-14",51.589
"2010-12-15",43.5915
"2010-12-16",44.2364
"2010-12-17",49.1873
"2010-12-18",51.9503
"2010-12-19",49.0413
"2010-12-20",42.8342
"2010-12-21",46.6131
"2010-12-22",48.8325
"2010-12-23",47.0871
"2010-12-24",50.3578
"2010-12-25",45.2638
"2010-12-26",45.3303
"2010-12-27",46.8442
"2010-12-28",48.1586
"2010-12-29",40.8819
"2010-12-30",39.1728
"2010-12-31",42.2742
"2011-01-01",42.2742
"2011-01-02",42.0678
"2011-01-03",41.5542
"2011-01-04",40.9127
"2011-01-05",43.5871
"2011-01-06",47.6827
"2011-01-07",48.1546
"2011-01-08",41.8773
"2011-01-09",38.9046
"2011-01-10",37.7674
"2011-01-11",41.1982
"2011-01-12",48.6455
"2011-01-13",51.6585
"2011-01-14",50.9333
"2011-01-15",55.632
"2011-01-16",58.3864
"2011-01-17",60.4236
"2011-01-18",54.5274
"2011-01-19",51.6663
"2011-01-20",49.5914
"2011-01-21",51.5892
"2011-01-22",54.4149
"2011-01-23",54.6822
"2011-01-24",52.5875
"2011-01-25",53.263
"2011-01-26",53.5836
"2011-01-27",54.6417
"2011-01-28",53.0652
"2011-01-29",46.6887
"2011-01-30",40.7811
"2011-01-31",43.9849
"2011-02-01",46.6516
"2011-02-02",44.8126
"2011-02-03",46.7388
"2011-02-04",48.9591
"2011-02-05",55.8954
"2011-02-06",58.4447
"2011-02-07",58.334
"2011-02-08",46.1487
"2011-02-09",45.3837
"2011-02-10",46.8622
"2011-02-11",50.0086
"2011-02-12",54.5482
"2011-02-13",53.7823
"2011-02-14",45.8724
"2011-02-15",49.3059
"2011-02-16",43.0894
"2011-02-17",39.285
"2011-02-18",42.0921
"2011-02-19",38.7095
"2011-02-20",41.6131
"2011-02-21",38.9469
"2011-02-22",42.3671
"2011-02-23",42.3574
"2011-02-24",41.4027
"2011-02-25",40.4586
"2011-02-26",35.6547
"2011-02-27",38.5313
"2011-02-28",41.1748
"2011-03-01",43.2937
"2011-03-02",48.2049
"2011-03-03",49.9017
"2011-03-04",50.4675
"2011-03-05",52.9551
"2011-03-06",53.708
"2011-03-07",47.669
"2011-03-08",49.0611
"2011-03-09",55.3539
"2011-03-10",53.9602
"2011-03-11",48.6799
"2011-03-12",48.1206
"2011-03-13",52.1724
"2011-03-14",58.0721
"2011-03-15",59.529
"2011-03-16",50.6142
"2011-03-17",47.0494
"2011-03-18",45.4872
"2011-03-19",41.0425
"2011-03-20",45.2727
"2011-03-21",42.5111
"2011-03-22",43.1751
"2011-03-23",45.588
"2011-03-24",42.1228
"2011-03-25",43.6795
"2011-03-26",44.7514
"2011-03-27",47.8558
"2011-03-28",50.1566
"2011-03-29",53.2265
"2011-03-30",58.5797
"2011-03-31",65.8738
"2011-04-01",69.2548
"2011-04-02",61.6861
"2011-04-03",52.5513
"2011-04-04",56.979
"2011-04-05",61.6199
"2011-04-06",57.6162
"2011-04-07",43.0407
"2011-04-08",39.5425
"2011-04-09",44.4279
"2011-04-10",47.2987
"2011-04-11",50.2941
"2011-04-12",48.6711
"2011-04-13",43.1188
"2011-04-14",45.113
"2011-04-15",54.0502
"2011-04-16",58.6319
"2011-04-17",58.3947
"2011-04-18",55.1412
"2011-04-19",56.3652
"2011-04-20",55.0128
"2011-04-21",54.1913
"2011-04-22",52.5682
"2011-04-23",46.9713
"2011-04-24",54.3798
"2011-04-25",50.9763
"2011-04-26",50.9788
"2011-04-27",52.8028
"2011-04-28",53.4492
"2011-04-29",47.9176
"2011-04-30",51.3207
"2011-05-01",55.8277
"2011-05-02",60.8482
"2011-05-03",62.4346
"2011-05-04",66.164
"2011-05-05",70.8499
"2011-05-06",66.5634
"2011-05-07",55.4887
"2011-05-08",51.0316
"2011-05-09",49.4731
"2011-05-10",54.2311
"2011-05-11",57.0083
"2011-05-12",60.5764
"2011-05-13",62.3525
"2011-05-14",50.5215
"2011-05-15",46.2533
"2011-05-16",44.2153
"2011-05-17",47.3657
"2011-05-18",50.8177
"2011-05-19",55.0382
"2011-05-20",59.6316
"2011-05-21",61.5103
"2011-05-22",55.85
"2011-05-23",51.1236
"2011-05-24",54.1492
"2011-05-25",56.6461
"2011-05-26",51.7748
"2011-05-27",55.6891
"2011-05-28",53.0706
"2011-05-29",49.4616
"2011-05-30",52.3198
"2011-05-31",50.3116
"2011-06-01",47.1283
"2011-06-02",48.767
"2011-06-03",51.6663
"2011-06-04",50.3058
"2011-06-05",50.6219
"2011-06-06",53.4915
"2011-06-07",56.8047
"2011-06-08",59.7394
"2011-06-09",64.0245
"2011-06-10",64.0985
"2011-06-11",56.809
"2011-06-12",59.5544
"2011-06-13",65.3113
"2011-06-14",69.3529
"2011-06-15",74.6613
"2011-06-16",65.5822
"2011-06-17",63.1612
"2011-06-18",66.7756
"2011-06-19",67.3666
"2011-06-20",73.9731
"2011-06-21",79.1676
"2011-06-22",79.8179
"2011-06-23",71.3721
"2011-06-24",67.9383
"2011-06-25",66.3559
"2011-06-26",66.7168
"2011-06-27",69.2056
"2011-06-28",62.2053
"2011-06-29",57.6648
"2011-06-30",61.9826
"2011-07-01",70.9725
"2011-07-02",78.7555
"2011-07-03",79.9257
"2011-07-04",78.9224
"2011-07-05",79.1857
"2011-07-06",77.9092
"2011-07-07",75.7206
"2011-07-08",74.7198
"2011-07-09",70.4271
"2011-07-10",68.4279
"2011-07-11",63.9068
"2011-07-12",62.0065
"2011-07-13",59.5841
"2011-07-14",58.3392
"2011-07-15",59.2475
"2011-07-16",60.1932
"2011-07-17",63.4735
"2011-07-18",66.7551
"2011-07-19",66.6313
"2011-07-20",71.803
"2011-07-21",71.348
"2011-07-22",70.6636
"2011-07-23",69.7671
"2011-07-24",72.2205
"2011-07-25",72.428
"2011-07-26",70.288
"2011-07-27",71.5528
"2011-07-28",76.1578
"2011-07-29",74.7894
"2011-07-30",73.0965
"2011-07-31",71.7645
"2011-08-01",72.1877
"2011-08-02",73.0198
"2011-08-03",71.3359
"2011-08-04",65.377
"2011-08-05",67.6326
"2011-08-06",69.3347
"2011-08-07",70.7868
"2011-08-08",73.3102
"2011-08-09",73.6687
"2011-08-10",72.5524
"2011-08-11",69.9969
"2011-08-12",72.0066
"2011-08-13",76.2165
"2011-08-14",71.5379
"2011-08-15",70.7832
"2011-08-16",71.5287
"2011-08-17",74.2026
"2011-08-18",74.212
"2011-08-19",69.8756
"2011-08-20",65.4499
"2011-08-21",66.5076
"2011-08-22",69.5669
"2011-08-23",76.3088
"2011-08-24",76.1994
"2011-08-25",73.3231
"2011-08-26",75.2533
"2011-08-27",76.9177
"2011-08-28",77.5414
"2011-08-29",74.9426
"2011-08-30",71.9541
"2011-08-31",67.7239
"2011-09-01",71.0443
"2011-09-02",73.5093
"2011-09-03",74.3324
"2011-09-04",74.6029
"2011-09-05",75.0605
"2011-09-06",77.344
"2011-09-07",80.3329
"2011-09-08",76.089
"2011-09-09",75.4693
"2011-09-10",78.8902
"2011-09-11",67.552
"2011-09-12",68.7767
"2011-09-13",73.5982
"2011-09-14",71.2845
"2011-09-15",67.8069
"2011-09-16",61.4822
"2011-09-17",63.7131
"2011-09-18",71.1808
"2011-09-19",77.3728
"2011-09-20",79.5522
"2011-09-21",78.8119
"2011-09-22",80.087
"2011-09-23",81.2935
"2011-09-24",70.2637
"2011-09-25",61.5978
"2011-09-26",60.7505
"2011-09-27",69.6697
"2011-09-28",79.0434
"2011-09-29",78.1923
"2011-09-30",68.6617
"2011-10-01",64.9351
"2011-10-02",61.6689
"2011-10-03",56.392
"2011-10-04",55.1239
"2011-10-05",46.3413
"2011-10-06",46.56
"2011-10-07",51.4261
"2011-10-08",58.0064
"2011-10-09",61.131
"2011-10-10",59.4054
"2011-10-11",63.7167
"2011-10-12",65.3767
"2011-10-13",71.9985
"2011-10-14",73.1763
"2011-10-15",68.347
"2011-10-16",66.6648
"2011-10-17",69.5514
"2011-10-18",70.2376
"2011-10-19",61.5049
"2011-10-20",63.2007
"2011-10-21",62.8772
"2011-10-22",66.8007
"2011-10-23",70.9421
"2011-10-24",68.0029
"2011-10-25",57.1048
"2011-10-26",54.662
"2011-10-27",56.2503
"2011-10-28",59.7061
"2011-10-29",63.7495
"2011-10-30",65.4697
"2011-10-31",68.2261
"2011-11-01",61.3724
"2011-11-02",60.6992
"2011-11-03",54.7259
"2011-11-04",44.4819
"2011-11-05",41.4327
"2011-11-06",43.56
"2011-11-07",43.6287
"2011-11-08",46.2726
"2011-11-09",49.7354
"2011-11-10",53.7355
"2011-11-11",51.708
"2011-11-12",48.1365
"2011-11-13",51.1628
"2011-11-14",51.8202
"2011-11-15",54.9725
"2011-11-16",55.5377
"2011-11-17",56.3643
"2011-11-18",47.0417
"2011-11-19",41.5422
"2011-11-20",41.9023
"2011-11-21",44.4423
"2011-11-22",47.0023
"2011-11-23",50.3368
"2011-11-24",47.9084
"2011-11-25",48.6702
"2011-11-26",54.8501
"2011-11-27",59.8541
"2011-11-28",60.9501
"2011-11-29",59.1658
"2011-11-30",51.4125
"2011-12-01",48.8941
"2011-12-02",48.9016
"2011-12-03",47.0539
"2011-12-04",44.8306
"2011-12-05",42.415
"2011-12-06",43.6914
"2011-12-07",44.1579
"2011-12-08",45.0934
"2011-12-09",50.1694
"2011-12-10",51.4571
"2011-12-11",42.4405
"2011-12-12",39.7285
"2011-12-13",44.9454
"2011-12-14",44.755
"2011-12-15",40.4976
"2011-12-16",43.4237
"2011-12-17",49.3977
"2011-12-18",48.1078
"2011-12-19",46.1329
"2011-12-20",46.6786
"2011-12-21",48.4763
"2011-12-22",44.0146
"2011-12-23",43.642
"2011-12-24",47.7509
"2011-12-25",50.3895
"2011-12-26",48.07
"2011-12-27",46.389
"2011-12-28",53.6385
"2011-12-29",56.0592
"2011-12-30",51.0598
"2011-12-31",51.4366
"2012-01-01",58.1733
"2012-01-02",57.9171
"2012-01-03",54.0342
"2012-01-04",59.7628
"2012-01-05",56.4309
"2012-01-06",48.1008
"2012-01-07",50.0664
"2012-01-08",50.8968
"2012-01-09",53.0294
"2012-01-10",50.6127
"2012-01-11",51.2607
"2012-01-12",52.2185
"2012-01-13",54.3313
"2012-01-14",54.4977
"2012-01-15",49.0694
"2012-01-16",35.4337
"2012-01-17",36.4492
"2012-01-18",41.8311
"2012-01-19",45.4874
"2012-01-20",48.5636
"2012-01-21",45.4858
"2012-01-22",41.1118
"2012-01-23",45.3232
"2012-01-24",46.3595
"2012-01-25",54.1578
"2012-01-26",56.9635
"2012-01-27",51.318
"2012-01-28",50.9698
"2012-01-29",52.8105
"2012-01-30",51.0022
"2012-01-31",49.5309
"2012-02-01",49.1754
"2012-02-02",50.4174
"2012-02-03",49.8319
"2012-02-04",51.2728
"2012-02-05",51.9474
"2012-02-06",53.6589
"2012-02-07",50.3487
"2012-02-08",51.2076
"2012-02-09",56.7837
"2012-02-10",54.2435
"2012-02-11",48.3991
"2012-02-12",47.2966
"2012-02-13",43.9412
"2012-02-14",43.8874
"2012-02-15",43.1278
"2012-02-16",46.7112
"2012-02-17",51.7401
"2012-02-18",48.83
"2012-02-19",44.3311
"2012-02-20",45.8263
"2012-02-21",50.7472
"2012-02-22",58.1122
"2012-02-23",58.195
"2012-02-24",58.1387
"2012-02-25",49.9325
"2012-02-26",45.9302
"2012-02-27",41.4477
"2012-02-28",42.0179
"2012-02-29",42.8488
"2012-03-01",42.332
"2012-03-02",43.6721
"2012-03-03",53.1837
"2012-03-04",60.0118
"2012-03-05",62.6495
"2012-03-06",46.164
"2012-03-07",43.723
"2012-03-08",50.1098
"2012-03-09",57.6984
"2012-03-10",55.0873
"2012-03-11",47.8004
"2012-03-12",47.7792
"2012-03-13",48.3125
"2012-03-14",52.5805
"2012-03-15",53.2413
"2012-03-16",53.2476
"2012-03-17",43.8424
"2012-03-18",39.8001
"2012-03-19",38.9201
"2012-03-20",48.3051
"2012-03-21",55.0107
"2012-03-22",53.3525
"2012-03-23",44.4922
"2012-03-24",47.1754
"2012-03-25",47.028
"2012-03-26",47.7914
"2012-03-27",48.5213
"2012-03-28",53.6794
"2012-03-29",51.9633
"2012-03-30",55.2142
"2012-03-31",47.6368
"2012-04-01",45.9223
"2012-04-02",50.0113
"2012-04-03",54.9964
"2012-04-04",48.0076
"2012-04-05",41.1512
"2012-04-06",43.1353
"2012-04-07",51.3862
"2012-04-08",54.7554
"2012-04-09",55.8493
"2012-04-10",50.1195
"2012-04-11",48.862
"2012-04-12",47.358
"2012-04-13",43.7742
"2012-04-14",47.9048
"2012-04-15",53.5293
"2012-04-16",57.0938
"2012-04-17",58.8245
"2012-04-18",56.3248
"2012-04-19",60.4317
"2012-04-20",68.4145
"2012-04-21",74.1169
"2012-04-22",73.9161
"2012-04-23",64.2355
"2012-04-24",59.1678
"2012-04-25",58.3005
"2012-04-26",54.6042
"2012-04-27",53.492
"2012-04-28",57.2967
"2012-04-29",65.3751
"2012-04-30",68.9571
"2012-05-01",58.8416
"2012-05-02",54.3295
"2012-05-03",54.9642
"2012-05-04",54.4743
"2012-05-05",55.2378
"2012-05-06",61.8521
"2012-05-07",68.5854
"2012-05-08",69.9393
"2012-05-09",74.1519
"2012-05-10",64.6178
"2012-05-11",66.1095
"2012-05-12",69.8792
"2012-05-13",67.9761
"2012-05-14",62.0829
"2012-05-15",62.8783
"2012-05-16",69.8137
"2012-05-17",67.3066
"2012-05-18",59.0938
"2012-05-19",64.9211
"2012-05-20",73.278
"2012-05-21",69.588
"2012-05-22",62.8495
"2012-05-23",61.0473
"2012-05-24",61.0403
"2012-05-25",50.531
"2012-05-26",52.7792
"2012-05-27",56.2667
"2012-05-28",60.4812
"2012-05-29",61.1154
"2012-05-30",66.7362
"2012-05-31",73.8424
"2012-06-01",75.0477
"2012-06-02",67.5873
"2012-06-03",65.2311
"2012-06-04",58.874
"2012-06-05",51.0982
"2012-06-06",56.2095
"2012-06-07",62.3095
"2012-06-08",62.7184
"2012-06-09",61.3225
"2012-06-10",67.518
"2012-06-11",74.9154
"2012-06-12",74.0302
"2012-06-13",66.1926
"2012-06-14",68.9432
"2012-06-15",68.9859
"2012-06-16",80.4283
"2012-06-17",80.7323
"2012-06-18",72.4174
"2012-06-19",68.9094
"2012-06-20",74.7984
"2012-06-21",70.0806
"2012-06-22",61.4651
"2012-06-23",59.0598
"2012-06-24",58.9989
"2012-06-25",58.4019
"2012-06-26",60.591
"2012-06-27",68.1301
"2012-06-28",70.846
"2012-06-29",64.4625
"2012-06-30",64.314
"2012-07-01",66.517
"2012-07-02",68.1181
"2012-07-03",67.4611
"2012-07-04",68.3285
"2012-07-05",65.0406
"2012-07-06",68.6527
"2012-07-07",74.462
"2012-07-08",73.015
"2012-07-09",73.855
"2012-07-10",77.7763
"2012-07-11",80.2913
"2012-07-12",80.8108
"2012-07-13",75.4774
"2012-07-14",66.3433
"2012-07-15",70.3344
"2012-07-16",64.2069
"2012-07-17",58.5628
"2012-07-18",63.4253
"2012-07-19",69.3441
"2012-07-20",69.9069
"2012-07-21",76.5662
"2012-07-22",78.9498
"2012-07-23",71.3973
"2012-07-24",66.6817
"2012-07-25",70.8588
"2012-07-26",67.8468
"2012-07-27",66.3705
"2012-07-28",67.5172
"2012-07-29",69.8585
"2012-07-30",74.5392
"2012-07-31",76.3576
"2012-08-01",73.5778
"2012-08-02",75.8298
"2012-08-03",76.2796
"2012-08-04",71.6194
"2012-08-05",74.9723
"2012-08-06",73.0492
"2012-08-07",74.9896
"2012-08-08",78.4621
"2012-08-09",82.0607
"2012-08-10",85.0149
"2012-08-11",86.3035
"2012-08-12",82.3761
"2012-08-13",85.9419
"2012-08-14",84.5713
"2012-08-15",79.6141
"2012-08-16",77.162
"2012-08-17",74.7462
"2012-08-18",73.7497
"2012-08-19",76.5451
"2012-08-20",76.6818
"2012-08-21",73.9911
"2012-08-22",71.3853
"2012-08-23",72.5941
"2012-08-24",72.131
"2012-08-25",69.7977
"2012-08-26",64.4016
"2012-08-27",67.5397
"2012-08-28",74.7657
"2012-08-29",75.6865
"2012-08-30",77.6599
"2012-08-31",65.8225
"2012-09-01",63.6726
"2012-09-02",69.672
"2012-09-03",75.8822
"2012-09-04",75.4979
"2012-09-05",75.5838
"2012-09-06",73.5307
"2012-09-07",73.6988
"2012-09-08",75.6158
"2012-09-09",75.11
"2012-09-10",74.329
"2012-09-11",67.7746
"2012-09-12",69.0498
"2012-09-13",77.2912
"2012-09-14",79.304
"2012-09-15",79.3051
"2012-09-16",77.1609
"2012-09-17",70.9131
"2012-09-18",70.3587
"2012-09-19",69.9829
"2012-09-20",73.0643
"2012-09-21",74.1897
"2012-09-22",76.6769
"2012-09-23",72.9583
"2012-09-24",65.7277
"2012-09-25",68.0059
"2012-09-26",70.8017
"2012-09-27",73.6525
"2012-09-28",69.0602
"2012-09-29",72.7947
"2012-09-30",79.0495
"2012-10-01",82.8612
"2012-10-02",83.3376
"2012-10-03",79.6894
"2012-10-04",68.4241
"2012-10-05",63.9981
"2012-10-06",60.6119
"2012-10-07",60.4875
"2012-10-08",56.9581
"2012-10-09",54.8721
"2012-10-10",55.3251
"2012-10-11",54.7347
"2012-10-12",52.0432
"2012-10-13",57.1935
"2012-10-14",62.5156
"2012-10-15",64.7168
"2012-10-16",68.5695
"2012-10-17",71.4346
"2012-10-18",74.0152
"2012-10-19",66.5818
"2012-10-20",62.3854
"2012-10-21",54.559
"2012-10-22",50.1361
"2012-10-23",47.4645
"2012-10-24",46.7433
"2012-10-25",52.0756
"2012-10-26",55.7256
"2012-10-27",63.3135
